,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1902,1903,ඔය මැද ඉන්න කොන්ඩයට අල්ලන් ගහපන් ඕක තමා මිනිහා,YES,ඔය මැද ඉන්න කොන්ඩයට අල්ලන් ගහපන් ඕක තමා මිනිහා
1904,1905,මළගෙදරක නයිටක් ගහද්දී නිදිමත යන්නත් එක්ක කයිවාරු ගහන්න ෆිල් ටී තමා කියාපු පොර. මීට වැඩිය ඩිවෙලොප් කරලා ඊළඟ ස්ක්‍රිප්ට් එක ලියන්න.,YES,මළගෙදරක නයිටක් ගහද්දී නිදිමත යන්නත් එක්ක කයිවාරු ගහන්න ෆිල් ටී තමා කියාපු පොර  මීට වැඩිය ඩිවෙලොප් කරලා ඊළඟ ස්ක්‍රිප්ට් එක ලියන්න 
1905,1906,කවුද හුත්තෝ ඉන්ටවල් එකේදි කැමරාව ඔන් කරන් හිටපු පරයා,YES,කවුද හුත්තෝ ඉන්ටවල් එකේදි කැමරාව ඔන් කරන් හිටපු පරයා
1906,1907,ෆිල්ටිගේ තාත්තා එදා කොන්ඩම් එකක් දැම්ම නං මේ වේසිගෙ පොන්නයා නෑනේ අද,YES,ෆිල්ටිගේ තාත්තා එදා කොන්ඩම් එකක් දැම්ම නං මේ වේසිගෙ පොන්නයා නෑනේ අද
1907,1908,මගේ අම්ම දවසක් කියාදුන්නා කෙල්ලෙක්ගෙ ලස්සන වාසනාවට වගේම අවාසනාවටත් පිහිටනවා කියලා...අපරාදේ...මේ ගෑනූ ලමයා ලස්සන නිසා නිකන් නාස්ති වෙලා,NO,මගේ අම්ම දවසක් කියාදුන්නා කෙල්ලෙක්ගෙ ලස්සන වාසනාවට වගේම අවාසනාවටත් පිහිටනවා කියලා   අපරාදේ   මේ ගෑනූ ලමයා ලස්සන නිසා නිකන් නාස්ති වෙලා
1908,1909,කාගේ දරුවොද බන් මුන්? ගෑනි ඉස්සරහා මිනිහට කියනවා සමනලයෙක්ලු. ගෑනිත් ඉන්නවා ගල වන වනා.,YES,කාගේ දරුවොද බන් මුන්  ගෑනි ඉස්සරහා මිනිහට කියනවා සමනලයෙක්ලු  ගෑනිත් ඉන්නවා ගල වන වනා 
1912,1913,වේසියෙකුයි අවජාතකයකුයි මැද පොන්නයෙක් දෙන ආතල්,YES,වේසියෙකුයි අවජාතකයකුයි මැද පොන්නයෙක් දෙන ආතල්
1913,1914,වීඩියෝ එක බලන ගමන් කමෙන්ට්ස් බලන්ඩ ආපු අය ලයික් කරන්ඩෝ,NO,වීඩියෝ එක බලන ගමන් කමෙන්ට්ස් බලන්ඩ ආපු අය ලයික් කරන්ඩෝ
1914,1915,පුකේ ඉන්ටවල් ඕයි...ඇඩ් දාන්නද දන්නැ ඉන්ට වල් ....ඇයි දන්නැ නිවේදක අයියා මෙච්චර පලල් කරං ඉන්නේ සරං ඇදං,YES,පුකේ ඉන්ටවල් ඕයි   ඇඩ් දාන්නද දන්නැ ඉන්ට වල්     ඇයි දන්නැ නිවේදක අයියා මෙච්චර පලල් කරං ඉන්නේ සරං ඇදං
1915,1916,පියුමි හන්සමාලී ඇතුලුව .... මේ වේස කන්ඩායම ලංකාවෙන් පන්නා දැමිය යුතුයි ...,YES,පියුමි හන්සමාලී ඇතුලුව      මේ වේස කන්ඩායම ලංකාවෙන් පන්නා දැමිය යුතුයි    
1916,1917,"විශ්ව හසිනිට ගහනවා , පියුමි විස්වට කියලා දිව දාගන්නවා එතනට කව්ශි ආපුහාම ඌ පියුමිටයි කව්ශිටයි දෙන්නටම ගහන්වා.....පස්සෙ ෆිට් ටි හසිනිට ගහනවා එතනට ව්‍යාපාරියා එනවා...පස්සෙ ඌයි ෆිල්ටි දෙන්නම හසිනිට ගහනවා අන්තිමට ඉරාජ් එතනට එනවා ඌ පියුමිටත් ගහලා , හසිනිටත් ගහලා කව්ශිටත් ගහලා ,විශ්වටත් පුකේ ඇරලා ඇරලා මදි වෙලා අතෙත් ගහලා නිදාගන්නවා....වට පක් අයිසෙ",YES,විශ්ව හසිනිට ගහනවා   පියුමි විස්වට කියලා දිව දාගන්නවා එතනට කව්ශි ආපුහාම ඌ පියුමිටයි කව්ශිටයි දෙන්නටම ගහන්වා     පස්සෙ ෆිට් ටි හසිනිට ගහනවා එතනට ව්‍යාපාරියා එනවා   පස්සෙ ඌයි ෆිල්ටි දෙන්නම හසිනිට ගහනවා අන්තිමට ඉරාජ් එතනට එනවා ඌ පියුමිටත් ගහලා   හසිනිටත් ගහලා කව්ශිටත් ගහලා  විශ්වටත් පුකේ ඇරලා ඇරලා මදි වෙලා අතෙත් ගහලා නිදාගන්නවා    වට පක් අයිසෙ
1917,1918,ස්ට්‍රේට් වේසාවි චැනල් එක රිපෝට් කරන්නත් අමතක කරන්නත් එපා මේ වගේ ගොබ්බයොන්ගේ ඒවා දාන චැනල් අන්සබ්ස්ක්‍රයිබ් කරපං බං පක්කු වගේ බලන්නැතුව අනාගත පරපුර වෙනුවෙංවත්,YES,ස්ට්‍රේට් වේසාවි චැනල් එක රිපෝට් කරන්නත් අමතක කරන්නත් එපා මේ වගේ ගොබ්බයොන්ගේ ඒවා දාන චැනල් අන්සබ්ස්ක්‍රයිබ් කරපං බං පක්කු වගේ බලන්නැතුව අනාගත පරපුර වෙනුවෙංවත්
1918,1919,"ඔය ෆිල්ටී, හසිනි ,පියුමි ඔය ඔක්කොම සෙට් එක ට්‍රිපර් එකකට යට වෙලා කෑලි සවලකින් ත්‍රී වීලර් එකකට දාන්න පුලුවන් වෙන්නම හැඳි ගෑවිල ගියානම් හරි",YES,ඔය ෆිල්ටී  හසිනි  පියුමි ඔය ඔක්කොම සෙට් එක ට්‍රිපර් එකකට යට වෙලා කෑලි සවලකින් ත්‍රී වීලර් එකකට දාන්න පුලුවන් වෙන්නම හැඳි ගෑවිල ගියානම් හරි
