,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
2434,2435,"අනිවා. ලංකාවෙ කාලවෙ හීන කුමාරවරු අඩුයි . විජයල , ගාමිණීල පස්සෙ ෆුල්ම්ස් ඉන්ඩ්ස්ට්‍රිය වැටුන ජෝතිල , කැලැරන්ස්ලගෙන් පස්සෙ සංගීතය ඉහලට ගියේ නෑ. ශිහාන් ඒ අඩුව ටිකක් පිරෙව්ව. හැබැයි ටික කාලයයි. ශිහාන් ඔහුගේ අනාගතය Give up කරා",NO,අනිවා  ලංකාවෙ කාලවෙ හීන කුමාරවරු අඩුයි   විජයල   ගාමිණීල පස්සෙ ෆුල්ම්ස් ඉන්ඩ්ස්ට්‍රිය වැටුන ජෝතිල   කැලැරන්ස්ලගෙන් පස්සෙ සංගීතය ඉහලට ගියේ නෑ  ශිහාන් ඒ අඩුව ටිකක් පිරෙව්ව  හැබැයි ටික කාලයයි  ශිහාන් ඔහුගේ අනාගතය Give up කරා
2437,2438,Muta bainna kisima hetuvak na katavat.bainne irisiyakara kuhaka cheeththa adinna pirimi.mun pirimi nemei niyama ganu.balapan ada shihan inna lassana.kisima chorayak na.muta bainne ai kiyala hithapalla oya baina un.oya baina unta mu karala tiyena varada mokadda.,NO,Muta bainna kisima hetuvak na katavat bainne irisiyakara kuhaka cheeththa adinna pirimi mun pirimi nemei niyama ganu balapan ada shihan inna lassana kisima chorayak na muta bainne ai kiyala hithapalla oya baina un oya baina unta mu karala tiyena varada mokadda 
2440,2441,Hithata එකඟව tirana denawa ..අවංකයි .suba pathum සෙහාන් sar...,NO,Hithata එකඟව tirana denawa   අවංකයි  suba pathum සෙහාන් sar   
2442,2443,eda wagema adath kollo shihan ekka irisiyai..,NO,eda wagema adath kollo shihan ekka irisiyai  
2445,2446,Siraa kathawa....lanakwe ජඩ මාද්‍ය කාරයන්ට ආතල් ගන්න මේ ටෝක් එක ඉහටත් උඩින්..ඒත් මෙ කතාව ඔලුවෙන් තෙරුම් අරන් අහන ඕන කෙනෙකුට තෙරෙන්ව මුන් මේ කියන්නේ කා ගැනද කියල..එකෙන්ම රෙස්පෙක්ට් කරන්ව උබල හැමෝටම..මොන රෙද්දෙන් හරි කමක් නෑ මැච් ටික දිනපල්ලා..ඒ හොදටම ඇති,NO,Siraa kathawa    lanakwe ජඩ මාද්‍ය කාරයන්ට ආතල් ගන්න මේ ටෝක් එක ඉහටත් උඩින්  ඒත් මෙ කතාව ඔලුවෙන් තෙරුම් අරන් අහන ඕන කෙනෙකුට තෙරෙන්ව මුන් මේ කියන්නේ කා ගැනද කියල  එකෙන්ම රෙස්පෙක්ට් කරන්ව උබල හැමෝටම  මොන රෙද්දෙන් හරි කමක් නෑ මැච් ටික දිනපල්ලා  ඒ හොදටම ඇති
2447,2448,World class player kenek inne kushal perera witarai...man wedda kiyala lokema dannawane..but anith cabbo from une mokada...aluth 3 dena and kushal game eka aran giye...issella munta army terning denna one..,YES,World class player kenek inne kushal perera witarai   man wedda kiyala lokema dannawane  but anith cabbo from une mokada   aluth 3 dena and kushal game eka aran giye   issella munta army terning denna one  
2448,2449,"සුරාගෙ වචන ටික වැදුනු උන්ට ගොඩක් රිදිල පෝස්ට් දානව දැක්ක.. අවුලක් නෑ වැදුනු උන්ට රිදුනනම් අතගාගනිල්ල.. අදාල නෑ.. කැරිය කියපු නිසා ටීම් එකේ විනය හදන්න කතා කරනව සමහර ඔස්තාර්ල.. ග්‍රවුන්ඩ් එක මැද්දෙ සුද්දො fuck off කියද්දි ඔය විනය ගැන ඔබතුමන්ලට දැනුනෙ නැද්ද.. ඇයි english වලින් කියද්දි පොශ් නිසා අවුලක් නැද්ද මහත්වරුනි.. උඹටල උගේ එක වචනෙට ඔච්චර රිදුනනම්.. උඹල ඔක්කොම එකතු වෙලා ලොන්තය, පොන්නය කියල දාන පෝස්ට් දැක්කම කොච්චර රිදෙන්න ඔනෙද උන්ට.. ගොං ගැත්ත.. තොපි..",YES,සුරාගෙ වචන ටික වැදුනු උන්ට ගොඩක් රිදිල පෝස්ට් දානව දැක්ක   අවුලක් නෑ වැදුනු උන්ට රිදුනනම් අතගාගනිල්ල   අදාල නෑ   කැරිය කියපු නිසා ටීම් එකේ විනය හදන්න කතා කරනව සමහර ඔස්තාර්ල   ග්‍රවුන්ඩ් එක මැද්දෙ සුද්දො fuck off කියද්දි ඔය විනය ගැන ඔබතුමන්ලට දැනුනෙ නැද්ද   ඇයි english වලින් කියද්දි පොශ් නිසා අවුලක් නැද්ද මහත්වරුනි   උඹටල උගේ එක වචනෙට ඔච්චර රිදුනනම්   උඹල ඔක්කොම එකතු වෙලා ලොන්තය  පොන්නය කියල දාන පෝස්ට් දැක්කම කොච්චර රිදෙන්න ඔනෙද උන්ට   ගොං ගැත්ත   තොපි  
2450,2451,දෙමව්පියන්ටත් එක්ක කුණු කතා අස්සගෙන මේ කාලක්ණ්නින්ගෙ රට වෙනුවෙන් ක්‍රිකට් ගහන්න එපා බං.. එදා සුරා විකට් ගන්නකොට ගුණ කියපු එවුන් තමයි අද ඌට බලු බැනුම් බනින්නෙ.. KJ ටත් එච්චර තමා..,YES,දෙමව්පියන්ටත් එක්ක කුණු කතා අස්සගෙන මේ කාලක්ණ්නින්ගෙ රට වෙනුවෙන් ක්‍රිකට් ගහන්න එපා බං   එදා සුරා විකට් ගන්නකොට ගුණ කියපු එවුන් තමයි අද ඌට බලු බැනුම් බනින්නෙ   KJ ටත් එච්චර තමා  
2451,2452,උබල මුලින්ම live එන එක නවත්තල රට ගැන හිතපල්ලා. මොකද උබලා දැන් හිතලා තියෙන්නෙත් කෝච් ගැන නේ.අදමයෝ තොපී. තොපිත් අර පාලිමන්ට් එකේ ඉන්න 225 හා සමානයි බල.,YES,උබල මුලින්ම live එන එක නවත්තල රට ගැන හිතපල්ලා  මොකද උබලා දැන් හිතලා තියෙන්නෙත් කෝච් ගැන නේ අදමයෝ තොපී  තොපිත් අර පාලිමන්ට් එකේ ඉන්න 225 හා සමානයි බල 
2453,2454,Aluth kollo laga tiyagena ubala denna karapu kathawa a taram hoda ne sahola,NO,Aluth kollo laga tiyagena ubala denna karapu kathawa a taram hoda ne sahola
2454,2455,Ground එකේ සෙල්ලම් කරන්නේ ක්‍රීඩකයන් ..එහෙම නතුව cricket රසිකයෝ වත් .. පරිපාලනයවත් නෙවෙයි .. පිට්ටනිය ට ගියානම් අනිත් දේවල් වලින් පලක් නැ ..ක්‍රීඩා කිරීමයි වදගත්..,NO,Ground එකේ සෙල්ලම් කරන්නේ ක්‍රීඩකයන්   එහෙම නතුව cricket රසිකයෝ වත්    පරිපාලනයවත් නෙවෙයි    පිට්ටනිය ට ගියානම් අනිත් දේවල් වලින් පලක් නැ   ක්‍රීඩා කිරීමයි වදගත්  
2457,2458,Sri Lankan Logoc මිතුරනි අපිට හැමෝගෙන්ම උනේ නරක අහන්න හැමෝම අපිට කරේ නරක වැඩ අපි ඒව අමතක කරල එකමුතු වෙලා ඊලග තරගයටත් සෙල්ලම් කරමු,NO,Sri Lankan Logoc මිතුරනි අපිට හැමෝගෙන්ම උනේ නරක අහන්න හැමෝම අපිට කරේ නරක වැඩ අපි ඒව අමතක කරල එකමුතු වෙලා ඊලග තරගයටත් සෙල්ලම් කරමු
2458,2459,Denaie... monga Modachun wadie... Anawashya dayak mun ma karuwa.. aka Mach akak denala moun porawala wala.....,NO,Denaie    monga Modachun wadie    Anawashya dayak mun ma karuwa   aka Mach akak denala moun porawala wala     
2459,2460,match 1 dinala mehema kiyawanna epa.balamu meyala eelaga match tika kana heti.monawa kalat world cup yana eka sihinayak,NO,match 1 dinala mehema kiyawanna epa balamu meyala eelaga match tika kana heti monawa kalat world cup yana eka sihinayak
2460,2461,පට්ට Editing ආ කියලා වැඩක් නැහ සුපිරි! කැමරා ඇන්ගල් වලට පිස්සු හැදුනා xD,NO,පට්ට Editing ආ කියලා වැඩක් නැහ සුපිරි  කැමරා ඇන්ගල් වලට පිස්සු හැදුනා xD
2462,2463,Super වැඩේ...මාත් ගන්න ඔනි නිෆ්ටි ෆිෆ්ටියක්...,NO,Super වැඩේ   මාත් ගන්න ඔනි නිෆ්ටි ෆිෆ්ටියක්   
2464,2465,Mama 18 pannama hadana Tv series eke editor widihata nisal aiyawa gannawa .... Aniwa. ... Issarahata ape talented ewun ekathu karala lankawe Loku peraliyak karamu (This isn't my phone this is my mother's phone. Therefore 1981 :-) :-)),NO,Mama 18 pannama hadana Tv series eke editor widihata nisal aiyawa gannawa      Aniwa      Issarahata ape talented ewun ekathu karala lankawe Loku peraliyak karamu  This isn t my phone this is my mother s phone  Therefore 1981         
